"Pokemon","Fast Move","Charged Move","DPS","TDO","ER","CP"
"Shadow Ho-Oh","Hidden Power (Ground)","Earthquake","13.507","463.3","32.69","3863"
"Shadow Ho-Oh","Hidden Power (Psychic)","Earthquake","13.507","463.3","32.69","3863"
"Shadow Ho-Oh","Hidden Power (Rock)","Earthquake","13.507","463.3","32.69","3863"
"Shadow Ho-Oh","Hidden Power (Ice)","Earthquake","13.507","463.3","32.69","3863"
"Shadow Ho-Oh","Hidden Power (Bug)","Earthquake","13.507","463.3","32.69","3863"
"Shadow Ho-Oh","Hidden Power (Dragon)","Earthquake","13.507","463.3","32.69","3863"
"Shadow Ho-Oh","Hidden Power (Ghost)","Earthquake","13.507","463.3","32.69","3863"
"Shadow Ho-Oh","Hidden Power (Dark)","Earthquake","13.507","463.3","32.69","3863"
"Shadow Ho-Oh","Hidden Power (Steel)","Earthquake","13.507","463.3","32.69","3863"
"Mega Blastoise","Bite","Skull Bash","13.391","475.4","32.69","3941"
"Gengar","Shadow Claw","Psychic","15.584","301.5","32.68","2878"
"Zapdos","Thunder Shock","Thunder","13.872","427.4","32.68","3527"
"Mega Charizard X","Air Slash","Return","13.76","437.6","32.68","3850"
"Mew","Dragon Tail","Psychic","13.208","495","32.68","3265"
"Hisuian Arcanine","Snarl","Rock Slide","14.094","406.7","32.67","3145"
"Gigalith","Smack Down","Rock Slide","13.742","438.8","32.67","3228"
"Buzzwole","Counter","Fell Stinger","13.532","459.9","32.67","3469"
"Ho-Oh","Hidden Power (Fire)","Fire Blast","12.896","530.8","32.67","3863"
"Ho-Oh","Hidden Power (Flying)","Fire Blast","12.896","530.8","32.67","3863"
"Shadow Nidoking","Poison Jab","Earthquake","15.375","313.2","32.66","2567"
"Sirfetch'd","Counter","Leaf Blade","14.926","342.3","32.66","2985"
"Sirfetch'd","Counter","Close Combat","14.925","342.2","32.66","2985"
"Gardevoir","Confusion","Shadow Ball","14.352","384.8","32.66","3093"
"Conkeldurr","Counter","Stone Edge","13.98","416.3","32.66","3337"
"Shadow Alakazam","Psycho Cut","Fire Punch","16.095","272.7","32.65","3057"
"Toxtricity","Spark","Wild Charge","15.238","321.3","32.65","2601"
"Shadow Tangrowth","Vine Whip","Rock Slide","14.24","393.3","32.65","3030"
"Mega Lopunny","Double Kick","Fire Punch","14.156","400.4","32.65","3745"
"Wishiwashi (School Form)","Waterfall","Aqua Tail","14.526","370.5","32.64","3232"
"Shadow Snorlax","Zen Headbutt","Hyper Beam","13.26","486.8","32.64","3225"
"Primarina","Charm","Hydro Pump","13.957","417","32.63","3200"
"Urshifu (Rapid Strike Style)","Rock Smash","Close Combat","13.722","438.8","32.63","3606"
"Urshifu (Single Strike Style)","Rock Smash","Close Combat","13.722","438.8","32.63","3606"
"Shadow Victreebel","Razor Leaf","Solar Beam","15.881","282.4","32.61","2431"
"Galarian Darmanitan","Ice Fang","Ice Punch","15.023","333.5","32.61","3105"
"Shadow Magneton","Spark","Magnet Bomb","16.255","262.9","32.6","2485"
"Sceptile","Fury Cutter","Leaf Blade","14.747","352.1","32.6","2757"
"Ho-Oh","Extrasensory","Fire Blast","12.869","529.7","32.6","3863"
"Mega Sceptile","Fury Cutter","Aerial Ace","14.416","376","32.58","4056"
"Gyarados","Dragon Tail","Hydro Pump","13.676","440.7","32.58","3391"
"Togekiss","Hidden Power (Fire)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Fighting)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Water)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Grass)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Poison)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Electric)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Ground)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Psychic)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Rock)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Ice)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Bug)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Dragon)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Ghost)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Dark)","Aura Sphere","13.465","461.8","32.58","3332"
"Togekiss","Hidden Power (Steel)","Aura Sphere","13.465","461.8","32.58","3332"
"Shadow Absol","Psycho Cut","Dark Pulse","16.868","234.4","32.57","2526"
"Blaziken","Fire Spin","Focus Blast","15.007","333.1","32.57","2848"
"Ursaring","Shadow Claw","Return","14.641","358.6","32.57","2945"
"Metagross","Zen Headbutt","Earthquake","13.434","464.4","32.57","3791"
"Shadow Arcanine","Bite","Fire Blast","14.828","344.6","32.56","3029"
"Manaphy","Bubble","Surf","13.161","493.2","32.56","3265"
"Inteleon","Pound","Shadow Ball","15.319","312.1","32.55","2964"
"Tyranitar","Iron Tail","Return","13.198","488","32.55","3834"
"Manaphy","Waterfall","Surf","13.156","493","32.55","3265"
"Weavile","Snarl","Return","14.68","354.3","32.54","3005"
"Krookodile","Mud Slap","Earthquake","14.178","393.2","32.54","3046"
"Mega Abomasnow","Razor Leaf","Outrage","13.709","435.1","32.54","3405"
"Mew","Steel Wing","Psychic","13.152","492.9","32.54","3265"
"Beheeyem","Confusion","Psychic","14.666","355.1","32.53","2753"
"Ho-Oh","Hidden Power (Fire)","Solar Beam","12.841","528.5","32.53","3863"
"Ho-Oh","Hidden Power (Flying)","Solar Beam","12.841","528.5","32.53","3863"
"Shadow Snorlax","Lick","Outrage","13.213","485","32.52","3225"
"Arceus","Iron Tail","Outrage","12.62","556.2","32.52","3982"
"Shadow Donphan","Tackle","Earthquake","14.444","370.9","32.51","3013"
"Tornadus (Therian Forme)","Gust","Psychic","14.043","403.6","32.51","3215"
"Meloetta (Pirouette Forme)","Low Kick","Ice Punch","13.482","455.8","32.51","3915"
"Venusaur","Razor Leaf","Frenzy Plant","14.001","406.3","32.5","2720"
"Shadow Shiftry","Feint Attack","Foul Play","15.894","277.5","32.49","2333"
"Shadow Charizard","Air Slash","Fire Blast","15.026","328.4","32.49","2889"
"Unfezant","Steel Wing","Sky Attack","14.852","340.2","32.49","2734"
"Porygon-Z","Charge Beam","Tri-Attack","14.618","356.5","32.49","3266"
"Grimmsnarl","Sucker Punch","Foul Play","14.575","359.8","32.49","2850"
"Gogoat","Vine Whip","Leaf Blade","13.739","429.8","32.49","2798"
"Kommo-o","Dragon Tail","Close Combat","13.39","464.4","32.49","3309"
"Mega Swampert","Mud Shot","Sludge Wave","13.019","505.2","32.49","4401"
"Shadow Sharpedo","Bite","Hydro Pump","18.001","190.8","32.48","2181"
"Shadow Zebstrika","Spark","Discharge","15.969","273.3","32.48","2428"
"Alakazam","Counter","Future Sight","15.297","311.1","32.48","3057"
"Metagross","Zen Headbutt","Flash Cannon","13.394","463","32.48","3791"
"Arceus","Shadow Claw","Future Sight","12.606","555.5","32.48","3982"
"Shadow Machamp","Karate Chop","Payback","14.935","333.6","32.47","3056"
"Rayquaza","Dragon Tail","Ancient Power","13.959","408.6","32.47","3835"
"Bewear","Low Kick","Superpower","13.899","413.8","32.47","3117"
"Mew","Poison Jab","Psychic","13.123","491.8","32.47","3265"
"Volcanion","Water Gun","Earth Power","13.558","445.6","32.46","3628"
"Urshifu (Single Strike Style)","Sucker Punch","Brick Break","13.645","436.3","32.45","3606"
"Ho-Oh","Extrasensory","Solar Beam","12.813","527.4","32.45","3863"
"Mega Steelix","Thunder Fang","Heavy Slam","12.424","578","32.45","3670"
"Heatran","Bug Bite","Earth Power","13.297","471.3","32.44","3754"
"Lugia","Extrasensory","Future Sight","11.84","667.6","32.44","3703"
"Shadow Tangela","Vine Whip","Grass Knot","15.544","294.4","32.43","2238"
"Shadow Tangela","Vine Whip","Power Whip","15.544","294.4","32.43","2238"
"Genesect - Douse Drive","Metal Claw","Gunk Shot","14.088","395.4","32.43","3353"
"Mega Beedrill","Poison Jab","Aerial Ace","15.306","308.2","32.42","3383"
"Thundurus  (Incarnate Forme)","Thunder Shock","Thunder","14.468","364.8","32.42","3345"
"Excadrill","Metal Claw","Rock Slide","14.401","369.8","32.42","3244"
"Shadow Gigalith","Mud Slap","Heavy Slam","14.275","379.8","32.42","3228"
"Chesnaught","Vine Whip","Solar Beam","13.497","449.2","32.42","2954"
"Victini","Quick Attack","Overheat","13.104","491.1","32.42","3265"
"Espeon","Zen Headbutt","Future Sight","14.721","345.5","32.4","3170"
"Gallade","Low Kick","Synchronoise","14.237","381.8","32.4","3093"
"Shadow Articuno","Ice Shard","Ice Beam","13.6","438.2","32.4","3051"
"Gyarados","Waterfall","Outrage","13.599","438.2","32.4","3391"
"Shadow Lugia","Dragon Tail","Hydro Pump","12.376","581.5","32.4","3703"
"Excadrill","Mud Shot","Iron Head","14.39","369.6","32.39","3244"
"Gardevoir","Charm","Shadow Ball","14.233","381.7","32.39","3093"
"Aggron","Iron Tail","Meteor Beam","13.289","469.1","32.39","3000"
"Mew","Infestation","Psychic","13.091","490.6","32.39","3265"
"Mega Kangaskhan","Low Kick","Outrage","12.986","502.9","32.39","3850"
"Giratina (Origin Forme)","Dragon Tail","Ominous Wind","12.729","533.5","32.39","3683"
"Shadow Sharpedo","Bite","Crunch","17.945","190.2","32.38","2181"
"Alakazam","Confusion","Dazzling Gleam","15.247","310.1","32.38","3057"
"Hatterene","Charm","Dazzling Gleam","14.879","333.6","32.38","2829"
"Entei","Fire Fang","Iron Head","13.376","459.3","32.38","3473"
"Shadow Regirock","Rock Throw","Stone Edge","13.008","499.6","32.38","3122"
"Ho-Oh","Hidden Power (Fire)","Return","12.784","526.2","32.38","3863"
"Ho-Oh","Hidden Power (Flying)","Return","12.784","526.2","32.38","3863"
"Mamoswine","Mud Slap","Bulldoze","13.983","401.5","32.37","3328"
"Raikou","Thunder Shock","Return","13.57","439","32.36","3452"
"Xerneas","Tackle","Moonblast","13.189","477.8","32.36","3781"
"Shadow Omastar","Water Gun","Hydro Pump","14.717","343.8","32.35","2786"
"Primarina","Waterfall","Hydro Pump","13.836","413.4","32.35","3200"
"Shadow Shiftry","Razor Leaf","Foul Play","15.822","276.2","32.34","2333"
"Gardevoir","Charge Beam","Psychic","14.21","381","32.34","3093"
"Hariyama","Bullet Punch","Dynamic Punch","14.011","397.6","32.34","2829"
"Tornadus (Therian Forme)","Gust","Hurricane","13.969","401.5","32.34","3215"
"Meloetta (Pirouette Forme)","Low Kick","Fire Punch","13.413","453.5","32.34","3915"
"Shadow Pinsir","Fury Cutter","Superpower","15.236","309","32.33","2959"
"Machamp","Counter","Cross Chop","14.209","380.9","32.33","3056"
"Hariyama","Counter","Superpower","14.005","397.5","32.33","2829"
"Hisuian Arcanine","Snarl","Flamethrower","13.951","402.5","32.33","3145"
"Hatterene","Psycho Cut","Dazzling Gleam","14.854","333","32.32","2829"
"Yanmega","Wing Attack","Bug Buzz","14.379","366.9","32.32","2946"
"Leafeon","Razor Leaf","Leaf Blade","13.939","402.9","32.32","2944"
"Flareon","Ember","Overheat","14.601","349.9","32.31","3029"
"Ursaring","Metal Claw","Return","14.525","355.8","32.31","2945"
"Mega Blastoise","Bite","Ice Beam","13.238","470","32.31","3941"
"Drampa","Extrasensory","Outrage","14.451","360.8","32.3","2914"
"Shadow Alolan Muk","Snarl","Dark Pulse","14.195","380.7","32.3","2757"
"Shadow Machamp","Karate Chop","Stone Edge","14.85","331.7","32.29","3056"
"Tangrowth","Infestation","Power Whip","13.459","446.1","32.29","3030"
"Shadow Alolan Golem","Rollout","Stone Edge","14.397","363.5","32.27","2949"
"Exeggutor","Confusion","Seed Bomb","14.251","374.7","32.27","3014"
"Delphox","Scratch","Psychic","14.054","390","32.26","3059"
"Zygarde (Complete Forme)","Zen Headbutt","Outrage","11.436","724.6","32.26","3774"
"Shadow Sharpedo","Waterfall","Crunch","17.874","189.4","32.25","2181"
"Shadow Crobat","Bite","Sludge Bomb","14.604","347.2","32.25","2646"
"Mr. Rime","Confusion","Psychic","14.069","388.3","32.25","2827"
"Shadow Gyarados","Bite","Dragon Pulse","14.163","380.3","32.24","3391"
"Shadow Gyarados","Dragon Breath","Dragon Pulse","14.163","380.3","32.24","3391"
"Shadow Walrein","Waterfall","Icicle Spear","13.967","396.5","32.24","2726"
"Groudon","Mud Shot","Fire Blast","13.062","484.6","32.24","4115"
"Shadow Venusaur","Vine Whip","Petal Blizzard","14.532","351.5","32.23","2720"
"Mega Pidgeot","Air Slash","Air Cutter","14.05","389","32.23","3680"
"Aggron","Smack Down","Meteor Beam","13.222","466.7","32.23","3000"
"Houndoom","Fire Fang","Foul Play","14.939","323.1","32.22","2635"
"Thundurus  (Incarnate Forme)","Thunder Shock","Thunder Punch","14.38","362.6","32.22","3345"
"Mega Camerupt","Ember","Earthquake","14.31","367.7","32.22","3220"
"Golurk","Mud Slap","Earth Power","14.294","368.8","32.22","2854"
"Arcanine","Fire Fang","Fire Blast","14.022","391","32.22","3029"
"Shaymin (Sky Forme)","Zen Headbutt","Seed Flare","13.752","414.6","32.22","3592"
"Moltres","Fire Spin","Heat Wave","13.745","415","32.22","3465"
"Zygarde (Complete Forme)","Dragon Tail","Hyper Beam","11.42","723.6","32.22","3774"
"Galarian Darmanitan","Tackle","Ice Punch","14.84","329.5","32.21","3105"
"Goodra","Water Gun","Draco Meteor","12.841","508.4","32.21","3505"
"Mega Abomasnow","Razor Leaf","Energy Ball","13.565","430.5","32.2","3405"
"Mega Altaria","Dragon Breath","Sky Attack","13.566","429.9","32.19","3163"
"Shadow Donphan","Charm","Earthquake","14.296","367.1","32.18","3013"
"Shadow Alolan Muk","Poison Jab","Dark Pulse","14.142","379.3","32.18","2757"
"Zygarde (50% Forme)","Bite","Outrage","12.526","545.4","32.18","3410"
"Roserade","Bullet Seed","Sludge Bomb","14.595","344.4","32.17","2971"
"Alolan Exeggutor","Dragon Tail","Dragon Pulse","14.122","380.3","32.17","3014"
"Overqwil","Poison Sting","Sludge Bomb","14.048","386.2","32.17","2946"
"Shadow Aggron","Iron Tail","Stone Edge","13.812","406.3","32.17","3000"
"Landorus (Therian Forme)","Mud Shot","Stone Edge","13.792","408.5","32.17","3922"
"Tyrantrum","Dragon Tail","Stone Edge","13.776","409.6","32.17","3128"
"Gallade","Charm","Psychic","14.131","378.9","32.16","3093"
"Zamazenta - Crowned Shield","Snarl","Close Combat","12.583","536.8","32.16","3809"
"Shadow Scyther","Air Slash","X-Scissor","15.202","304.2","32.15","2706"
"Darmanitan","Incinerate","Rock Slide","14.811","328.8","32.15","3105"
"Roserade","Poison Jab","Weather Ball Fire","14.586","344.2","32.15","2971"
"Shadow Mamoswine","Mud Slap","Ancient Power","14.537","347.9","32.15","3328"
"Magmortar","Fire Spin","Thunderbolt","14.317","364.2","32.15","3132"
"Giratina (Origin Forme)","Shadow Claw","Ominous Wind","12.634","529.5","32.15","3683"
"Stonjourner","Rock Throw","Stone Edge","13.43","440.6","32.14","3218"
"Crabominable","Rock Smash","Crabhammer","14.393","357.6","32.13","2907"
"Virizion","Double Kick","Leaf Blade","12.948","491.1","32.13","3022"
"Shadow Wailord","Water Gun","Surf","14.941","319","32.12","2280"
"Shadow Typhlosion","Shadow Claw","Fire Blast","14.854","324.6","32.12","2889"
"Jolteon","Thunder Shock","Thunderbolt","14.46","351.9","32.12","2888"
"Shadow Slowbro","Water Gun","Psychic","14.218","370.4","32.12","2545"
"Shadow Slowking","Water Gun","Psychic","14.218","370.4","32.12","2545"
"Shadow Ursaluna","Rock Smash","Aerial Ace","13.392","443.3","32.12","3854"
"Toxicroak","Counter","Dynamic Punch","14.9","321.4","32.11","2488"
"Bewear","Shadow Claw","Superpower","13.747","409.3","32.11","3117"
"Mew","Volt Switch","Psychic","12.978","486.3","32.11","3265"
"Shadow Golurk","Astonish","Dynamic Punch","14.906","320.5","32.1","2854"
"Mega Manectric","Thunder Fang","Flame Burst","14.33","360.8","32.1","3580"
"Tornadus (Incarnate Forme)","Air Slash","Hyper Beam","14.324","361.2","32.1","3345"
"Shadow Latias","Zen Headbutt","Thunder","13.611","421.2","32.1","3510"
"Zamazenta - Crowned Shield","Quick Attack","Iron Head","12.56","535.9","32.1","3809"
"Mega Steelix","Dragon Tail","Heavy Slam","12.293","571.9","32.1","3670"
"Shadow Armaldo","Fury Cutter","Rock Blast","14.912","319.5","32.08","2848"
"Tyranitar","Iron Tail","Stone Edge","13.011","481.1","32.08","3834"
"Shadow Ampharos","Volt Switch","Zap Cannon","14.546","343.6","32.07","2852"
"Ho-Oh","Extrasensory","Return","12.66","521.1","32.07","3863"
"Shadow Golurk","Mud Slap","Shadow Punch","14.886","320.1","32.06","2854"
"Hisuian Braviary","Air Slash","Brave Bird","14.049","380.9","32.06","2814"
"Tyrantrum","Charm","Outrage","13.728","408.2","32.06","3128"
"Mega Steelix","Thunder Fang","Earthquake","12.278","571.1","32.06","3670"
"Alakazam","Counter","Return","15.093","306.9","32.05","3057"
"Flareon","Fire Spin","Fire Blast","14.487","347.2","32.05","3029"
"Mega Camerupt","Incinerate","Solar Beam","14.235","365.8","32.05","3220"
"Genesect","Fury Cutter","Hyper Beam","13.923","390.8","32.05","3353"
"Genesect - Burn Drive","Fury Cutter","Hyper Beam","13.923","390.8","32.05","3353"
"Genesect - Chill Drive","Fury Cutter","Hyper Beam","13.923","390.8","32.05","3353"
"Genesect - Douse Drive","Fury Cutter","Hyper Beam","13.923","390.8","32.05","3353"
"Genesect - Shock Drive","Fury Cutter","Hyper Beam","13.923","390.8","32.05","3353"
"Ho-Oh","Steel Wing","Earthquake","12.655","520.9","32.05","3863"
"Alakazam","Psycho Cut","Return","15.086","306.8","32.04","3057"
"Kartana","Air Slash","X-Scissor","14.959","314.9","32.04","3677"
"Porygon-Z","Charge Beam","Hyper Beam","14.419","351.7","32.04","3266"
"Trevenant","Shadow Claw","Shadow Ball","14.329","358","32.04","2559"
"Tapu Koko","Quick Attack","Brave Bird","14.268","362.9","32.04","3168"
"Leafeon","Quick Attack","Leaf Blade","13.814","399.3","32.03","2944"
"Porygon-Z","Hidden Power (Fire)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Fighting)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Water)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Flying)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Grass)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Poison)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Electric)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Ground)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Psychic)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Rock)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Ice)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Bug)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Dragon)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Ghost)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Dark)","Tri-Attack","14.407","351.4","32.02","3266"
"Porygon-Z","Hidden Power (Steel)","Tri-Attack","14.407","351.4","32.02","3266"
"Delphox","Scratch","Mystical Fire","13.952","387.1","32.02","3059"
"Passimian","Counter","Close Combat","13.782","401.7","32.02","3033"
"Rillaboom","Razor Leaf","Energy Ball","13.626","415.3","32.02","3324"
"Shadow Snorlax","Zen Headbutt","Skull Bash","13.009","477.6","32.02","3225"
"Shadow Typhlosion","Shadow Claw","Solar Beam","14.807","323.6","32.01","2889"
"Shadow Porygon-Z","Lock-On","Zap Cannon","15.073","306.4","32","3266"
"Vikavolt","Spark","X-Scissor","14.473","345.8","32","3117"
"Weavile","Ice Shard","Foul Play","14.439","348.5","32","3005"
